"","chromosome_name","start_position","end_position","hgnc_symbol"
"16510","11",118998138,119015793,"CENATAC"
"16511","11",787115,790113,"CEND1"
"16512","12",89500093,89502670,"CENPCP1"
"16513","12",25092715,25093900,"CENPUP2"
"16514","11",101915010,102001062,"CEP126"
"16515","11",117314557,117413266,"CEP164"
"16516","12",88049016,88142099,"CEP290"
"16517","11",93661682,93730358,"CEP295"
"16518","10",93496612,93529092,"CEP55"
"16519","11",95789965,95832693,"CEP57"
"16520","12",94306449,94459988,"CEP83"
"16521","12",50129289,50167533,"CERS5"
"16522","11",102047437,102084554,"CFAP300"
"16523","10",104129888,104232364,"CFAP43"
"16524","10",132808392,132942823,"CFAP46"
"16525","12",96489571,96875555,"CFAP54"
"16526","10",104353833,104455102,"CFAP58"
"16527","10",73253762,73358864,"CFAP70"
"16528","11",65823022,65862026,"CFL1"
"16529","CHR_HG2334_PATCH",87843870,87844280,"CFL1P1"
"16530","10",87843870,87844280,"CFL1P1"
"16531","10",89205629,89207317,"CH25H"
"16532","10",49609095,49667942,"CHAT"
"16533","10",73782047,73783652,"CHCHD1"
"16534","12",6570082,6614524,"CHD4"
"16535","11",125625163,125676255,"CHEK1"
"16536","11",867859,915058,"CHID1"
"16537","11",68052859,68121444,"CHKA"
"16538","CHR_HSCHR11_2_CTG8",90200429,90223077,"CHORDC1"
"16539","11",90200429,90223077,"CHORDC1"
"16540","12",101696947,101744140,"CHPT1"
"16541","11",74696429,74731426,"CHRDL2"
"16542","11",62908679,62921807,"CHRM1"
"16543","11",46383789,46391776,"CHRM4"
"16544","11",3665587,3671384,"CHRNA10"
"16545","11",45647689,45665622,"CHST1"
"16546","12",104455295,104762014,"CHST11"
"16547","10",124007668,124093598,"CHST15"
"16548","10",71964395,72013558,"CHST3"
"16549","10",100188300,100229596,"CHUK"
"16550","11",34430880,34431649,"CIR1P3"
"16551","10",58269162,58289586,"CISD1"
"16552","12",106237881,106304279,"CKAP4"
"16553","11",46743048,46846308,"CKAP5"
"16554","11",67364168,67374177,"CLCF1"
"16555","11",113779796,113780485,"CLDN25"
"16556","12",9951316,9995694,"CLEC12A"
"16557","12",10010627,10018796,"CLEC12B"
"16558","12",10069554,10111627,"CLEC1A"
"16559","12",9985642,10013424,"CLEC1B"
"16560","12",9898673,9932370,"CLEC2A"
"16561","12",9852369,9869386,"CLEC2B"
"16562","12",9664969,9699553,"CLEC2D"
"16563","12",8123617,8138607,"CLEC4A"
"16564","12",7729383,7751605,"CLEC4C"
"16565","12",8509475,8522366,"CLEC4D"
"16566","12",8533305,8540905,"CLEC4E"
"16567","12",8455962,8478330,"CLEC6A"
"16568","12",10116777,10130258,"CLEC7A"
"16569","12",10030678,10066031,"CLEC9A"
"16570","12",9702182,9733299,"CLECL1"
"16571","12",92421531,92431002,"CLLU1"
"16572","11",123069872,123195248,"CLMP"
"16573","11",77514936,77637794,"CLNS1A"
"16574","11",57648188,57661865,"CLP1"
"16575","11",72285495,72434680,"CLPB"
"16576","10",127877841,127892941,"CLRN3"
"16577","CHR_HG1398_PATCH",7128929,7158176,"CLSTN3"
"16578","12",7129698,7158945,"CLSTN3"
"16579","12",22046218,22065674,"CMAS"
"16580","12",108288044,108339317,"CMKLR1"
"16581","11",6234765,6244479,"CNGA4"
"16582","11",66278175,66285301,"CNIH2"
"16583","10",99329356,99394330,"CNNM1"
"16584","10",102918294,103090222,"CNNM2"
"16585","12",70243002,70354993,"CNOT2"
"16586","12",56309842,56316119,"CNPY2"
"16587","11",58622665,58625733,"CNTF"
"16588","12",40692439,41072415,"CNTN1"
"16589","11",99020949,100358885,"CNTN5"
"16590","11",73872667,73876901,"COA4"
"16591","10",69801880,69964275,"COL13A1"
"16592","10",104031286,104085880,"COL17A1"
"16593","12",47972967,48004554,"COL2A1"
"16594","11",111290787,111305498,"COLCA1"
"16595","11",111298546,111308735,"COLCA2"
"16596","11",36269284,36289449,"COMMD9"
"16597","10",75233641,75236030,"COMTD1"
"16598","11",14443440,14500027,"COPB1"
"16599","12",6724014,6731875,"COPS7A"
"16600","11",78581675,78582156,"COPS8P3"
"16601","12",54301202,54351846,"COPZ1"
"16602","12",56266890,56270966,"COQ10A"
"16603","11",67435510,67443821,"CORO1B"
"16604","12",108645109,108731526,"CORO1C"
"16605","12",50112082,50120457,"COX14"
"16606","10",99710868,99732127,"COX15"
"16607","10",77433572,77433782,"COX6CP15"
"16608","CHR_HSCHR11_1_CTG7",2771356,2771577,"COX6CP18"
"16609","11",2771356,2771577,"COX6CP18"
"16610","11",7977481,7977708,"COX6CP5"
"16611","11",63974620,63976543,"COX8A"
"16612","10",92046692,92291078,"CPEB3"
"16613","12",68842197,68971570,"CPM"
"16614","10",100042193,100081869,"CPN1"
"16615","12",38646822,38907430,"CPNE8"
"16616","12",69239569,69274358,"CPSF6"
"16617","11",61402641,61430031,"CPSF7"
"16618","11",68754620,68844410,"CPT1A"
"16619","10",123706207,123940267,"CPXM2"
"16620","12",3606633,3764819,"CRACR2A"
"16621","11",826144,831991,"CRACR2B"
"16622","12",93677375,93894840,"CRADD"
"16623","11",46277662,46321409,"CREB3L1"
"16624","12",12611827,12645108,"CREBL2"
"16625","11",85657742,85682908,"CREBZF"
"16626","10",97865000,98030828,"CRTAC1"
"16627","11",122838500,122872643,"CRTAM"
"16628","12",106991364,107093549,"CRY1"
"16629","11",45847118,45883248,"CRY2"
"16630","11",111908564,111923722,"CRYAB"
"16631","12",56271699,56300391,"CS"
"16632","12",53157663,53180925,"CSAD"
"16633","11",62665309,62668496,"CSKMT"
"16634","11",11351942,11353250,"CSNK2A3"
"16635","12",51061205,51083664,"CSRNP2"
"16636","12",76858709,76879023,"CSRP2"
"16637","11",19182030,19210571,"CSRP3"
"16638","11",66012008,66013505,"CST6"
"16639","10",51695486,51699595,"CSTF2T"
"16640","11",33077188,33162371,"CSTF3"
"16641","10",130106046,130108481,"CTAGE7P"
"16642","10",124984317,125161170,"CTBP2"
"16643","12",57819927,57846729,"CTDSP2"
"16644","10",65912457,67763637,"CTNNA3"
"16645","11",57753243,57819546,"CTNND1"
"16646","11",10751246,10801625,"CTR9"
"16647","11",88265069,88359684,"CTSC"
"16648","11",1752752,1764573,"CTSD"
"16649","11",66563464,66568879,"CTSF"
"16650","11",65879809,65883741,"CTSW"
"16651","CHR_HG2115_PATCH",70403871,70442051,"CTTN"
"16652","11",70398404,70436584,"CTTN"
"16653","10",102423245,102432584,"CUEDC2"
"16654","11",108008898,108107761,"CUL5"
"16655","10",99702558,99756134,"CUTC"
"16656","12",111034165,111350554,"CUX2"
"16657","10",122832158,122846175,"CUZD1"
"16658","11",94962620,94973586,"CWC15"
"16659","10",100232298,100267680,"CWF19L1"
"16660","11",107326360,107457825,"CWF19L2"
"16661","11",118883892,118897787,"CXCR5"
"16662","11",61348754,61362283,"CYB561A3"
"16663","11",7665100,7677222,"CYB5R2"
"16664","10",102830531,102837472,"CYP17A1"
"16665","10",93073475,93077885,"CYP26A1"
"16666","10",93060798,93069540,"CYP26C1"
"16667","12",57762334,57768986,"CYP27B1"
"16668","10",94683729,94736190,"CYP2C18"
"16669","10",94762681,94855547,"CYP2C19"
"16670","10",100105754,100140151,"CYP2C23P"
"16671","10",94865852,94873129,"CYP2C58P"
"16672","10",95009674,95009812,"CYP2C60P"
"16673","10",64762883,64763172,"CYP2C61P"
"16674","10",95036772,95069497,"CYP2C8"
"16675","10",94938658,94990091,"CYP2C9"
"16676","10",133520406,133561220,"CYP2E1"
"16677","11",14877440,14892231,"CYP2R1"
"16678","11",61680391,61747001,"DAGLA"
"16679","12",108858932,108901043,"DAO"
"16680","12",51238724,51271362,"DAZAP2"
"16681","11",20156155,20160475,"DBX1"
"16682","12",45014672,45051099,"DBX2"
"16683","12",54644589,54648493,"DCD"
"16684","11",30830369,31369810,"DCDC1"
"16685","11",6621330,6655809,"DCHS1"
"16686","10",113834725,113854383,"DCLRE1A"
"16687","12",91140484,91183217,"DCN"
"16688","CHR_HG1815_PATCH",1946053,2004535,"DCP1B"
"16689","12",1946053,2004535,"DCP1B"
"16690","11",126304060,126350005,"DCPS"
"16691","12",57529633,57547224,"DCTN2"
"16692","11",103050686,103092194,"DCUN1D5"
"16693","11",61299451,61342596,"DDB1"
"16694","11",47214465,47239217,"DDB2"
"16695","11",104036640,104039196,"DDI1"
"16696","11",82899975,82958277,"DDIAS"
"16697","12",57516588,57521737,"DDIT3"
"16698","10",72273919,72276036,"DDIT4"
"16699","12",48995149,48999375,"DDN"
"16700","11",108665058,108940999,"DDX10"
"16701","12",31073860,31104799,"DDX11"
"16702","10",68956135,68985068,"DDX21"
"16703","12",48829756,48852842,"DDX23"
"16704","11",125903348,125943702,"DDX25"
"16705","12",12813316,12829981,"DDX47"
"16706","10",68901286,68946847,"DDX50"
"16707","12",11512723,11514136,"DDX55P1"
"16708","11",118747763,118791164,"DDX6"
"16709","CHR_HSCHR11_1_CTG8",646472,677067,"DEAF1"
"16710","11",644233,707118,"DEAF1"
"16711","11",71833200,71837710,"DEFB108B"
"16712","12",8199599,8206710,"DEFB109F"
"16713","11",71856277,71863653,"DEFB130C"
"16714","11",71878453,71884561,"DEFB131B"
"16715","10",119104086,119137984,"DENND10"
"16716","11",8693351,8910951,"DENND2B"
"16717","11",9138825,9265959,"DENND5A"
"16718","12",31382226,31591136,"DENND5B"
"16719","12",100203669,100267079,"DEPDC4"
"16720","11",33015876,33033582,"DEPDC7"
"16721","12",15911302,16037381,"DERA"
"16722","11",93329971,93438487,"DEUP1"
"16723","11",75759512,75801535,"DGAT2"
"16724","12",55927319,55954027,"DGKA"
"16725","11",46332905,46380554,"DGKZ"
"16726","11",71428193,71452868,"DHCR7"
"16727","12",49086656,49094801,"DHH"
"16728","10",125836337,125896436,"DHX32"
"16729","12",50504985,50748657,"DIP2B"
"16730","11",90251204,90915052,"DISC1FP1"
"16731","11",111927144,112022653,"DIXDC1"
"16732","10",52314281,52318042,"DKK1"
"16733","11",11956207,12009769,"DKK3"
"16734","11",112025408,112064404,"DLAT"
"16735","11",83455012,85628335,"DLG2"
"16736","CHR_HSCHR10_1_CTG4",77790791,77926526,"DLG5"
"16737","10",77790791,77926755,"DLG5"
"16738","10",122560665,122643736,"DMBT1"
"16739","10",122729429,122826868,"DMBT1L1"
"16740","10",68414064,68472121,"DNA2"
"16741","11",38211389,38212799,"DNAAF11P1"
"16742","12",25108289,25195162,"DNAI7"
"16743","10",72332830,72355149,"DNAJB12"
"16744","11",73951026,73970366,"DNAJB13"
"16745","11",127940913,127941654,"DNAJB6P1"
"16746","11",69737298,69738017,"DNAJB6P5"
"16747","10",67796669,67838188,"DNAJC12"
"16748","12",55820960,55830824,"DNAJC14"
"16749","12",49346888,49357546,"DNAJC22"
"16750","11",31369840,31432835,"DNAJC24"
"16751","11",64230278,64234286,"DNAJC4"
"16752","10",73183362,73247255,"DNAJC9"
"16753","11",6497260,6593758,"DNHD1"
"16754","12",32679200,32745650,"DNM1L"
"16755","10",99875577,100009947,"DNMBP"
"16756","10",96304409,96338564,"DNTT"
"16757","10",126905409,127452517,"DOCK1"
"16758","11",119096025,119108331,"DPAGT1"
"16759","10",101570560,101609662,"DPCD"
"16760","11",65333843,65354262,"DPF2"
"16761","11",66480013,66509657,"DPP3"
"16762","12",7711433,7717559,"DPPA3"
"16763","12",63558913,63668939,"DPY19L2"
"16764","10",79982910,79983240,"DPY19L2P5"
"16765","10",132186948,132205759,"DPYSL4"
"16766","12",101877580,102012130,"DRAM1"
"16767","11",65919274,65921563,"DRAP1"
"16768","11",113409605,113475691,"DRD2"
"16769","CHR_HSCHR11_1_CTG8",637525,640936,"DRD4"
"16770","11",637269,640706,"DRD4"
"16771","10",49364066,49396089,"DRGX"
"16772","11",117427772,117817525,"DSCAML1"
"16773","12",6884898,6885684,"DSTNP2"
"16774","12",57604622,57609804,"DTX3"
"16775","11",59171430,59208588,"DTX4"
"16776","10",75094432,75109221,"DUSP13"
"16777","CHR_HG1362_PATCH",12473287,12562868,"DUSP16"
"16778","12",12473282,12562863,"DUSP16"
"16779","CHR_HG2191_PATCH",75039893,75060571,"DUSP29"
"16780","10",75037472,75073642,"DUSP29"
"16781","10",110497907,110511533,"DUSP5"
"16782","12",89347235,89352501,"DUSP6"
"16783","CHR_HSCHR11_2_CTG1_1",1554044,1571920,"DUSP8"
"16784","CHR_HSCHR11_1_CTG6",1559754,1577630,"DUSP8"
"16785","11",1554051,1572271,"DUSP8"
"16786","10",133743332,133744598,"DUX4L10"
"16787","10",133746641,133747907,"DUX4L11"
"16788","10",133749950,133751216,"DUX4L12"
"16789","10",133753250,133754516,"DUX4L13"
"16790","10",133756559,133757825,"DUX4L14"
"16791","10",133759859,133761125,"DUX4L15"
"16792","10",133683668,133684936,"DUX4L20"
"16793","10",133680369,133681637,"DUX4L21"
"16794","10",133677059,133678327,"DUX4L22"
"16795","10",133673749,133675017,"DUX4L23"
"16796","10",133670450,133671718,"DUX4L24"
"16797","10",133667151,133668419,"DUX4L25"
"16798","12",34208415,34209675,"DUX4L27"
"16799","10",133664429,133665106,"DUX4L28"
"16800","10",133740606,133741284,"DUX4L29"
"16801","10",80336105,80356755,"DYDC1"
"16802","10",80344745,80368073,"DYDC2"
"16803","10",50264978,50266815,"DYNC1I2P1"
"16804","11",103109410,103479863,"DYNC2H1"
"16805","12",67648338,67665406,"DYRK2"
"16806","12",4562208,4615302,"DYRK4"
"16807","12",77021248,77065569,"E2F7"
"16808","11",19224063,19241620,"E2F8"
"16809","10",99697407,99697949,"EBAG9P1"
"16810","10",129835233,129973053,"EBF3"
"16811","10",73130155,73169055,"ECD"
"16812","10",133362485,133373354,"ECHS1"
"16813","10",125719515,125764143,"EDRF1"
"16814","12",92770637,92929331,"EEA1"
"16815","11",86244753,86278813,"EED"
"16816","12",16990670,16992083,"EEF1A1P16"
"16817","12",43659827,43661101,"EEF1A1P17"
"16818","12",19456244,19457648,"EEF1A1P4"
"16819","10",124748149,124791887,"EEF1AKMT2"
"16820","12",57771492,57782541,"EEF1AKMT3"
"16821","11",62169293,62169828,"EEF1DP8"
"16822","11",62559596,62574086,"EEF1G"
"16823","11",65866441,65873592,"EFEMP2"
"16824","10",62811996,62819167,"EGR2"
"16825","11",65576046,65592650,"EHBP1L1"
"16826","11",64851642,64888296,"EHD1"
"16827","11",34621093,34663288,"EHF"
"16828","11",125569280,125584684,"EI24"
"16829","12",104303739,104305205,"EID3"
"16830","11",65996545,66002176,"EIF1AD"
"16831","12",10505602,10523135,"EIF2S3B"
"16832","10",119033670,119080823,"EIF3A"
"16833","11",7970251,8001862,"EIF3F"
"16834","11",32583798,32606264,"EIF3M"
"16835","12",53153272,53154484,"EIF4A1P4"
"16836","11",58242043,58243097,"EIF4A2P3"
"16837","11",32085111,32085712,"EIF4A2P5"
"16838","12",53006282,53042215,"EIF4B"
"16839","10",70404145,70428618,"EIF4EBP2"
"16840","11",10797050,10808940,"EIF4G2"
"16841","10",79512533,79516440,"EIF5AL1"
"16842","11",34478791,34525193,"ELF5"
"16843","12",96194375,96269824,"ELK3"
"16844","11",107591091,107666779,"ELMOD1"
"16845","11",130032866,130033220,"ELOBP2"
"16846","11",120619934,120620267,"ELOCP22"
"16847","12",21447545,21448314,"ELOCP31"
"16848","10",102226299,102229589,"ELOVL3"
"16849","11",31509755,31790324,"ELP4"
"16850","12",6970913,6979936,"EMG1"
"16851","11",62602218,62612775,"EML3"
"16852","12",13196723,13219941,"EMP1"
"16853","11",76444923,76553031,"EMSY"
"16854","10",117542445,117549546,"EMX2"
"16855","10",117473215,117545068,"EMX2OS"
"16856","11",95089846,95132645,"ENDOD1"
"16857","12",47709734,47725567,"ENDOU"
"16858","12",6913745,6923698,"ENO2"
"16859","10",116849499,116911788,"ENO4"
"16860","11",3429758,3500621,"ENPP7P15"
"16861","11",67812557,67873367,"ENPP7P7"
"16862","11",71722052,71781183,"ENPP7P8"
"16863","10",95711779,95877266,"ENTPD1"
"16864","10",99659509,99711241,"ENTPD7"
"16865","12",15620134,15882329,"EPS8"
"16866","11",694438,727727,"EPS8L2"
"16867","12",90963682,91005026,"EPYC"
"16868","12",56076799,56103505,"ERBB3"
"16869","12",990509,1495933,"ERC1"
"16870","10",49454168,49539538,"ERCC6"
"16871","12",29337352,29381189,"ERGIC2"
"16872","10",100150094,100186033,"ERLIN1"
"16873","12",14914039,14938537,"ERP27"
"16874","12",112013348,112023449,"ERP29"
"16875","11",124752583,124762290,"ESAM"
"16876","12",53268299,53293638,"ESPL1"
"16877","11",64305497,64316743,"ESRRA"
"16878","12",56118250,56144674,"ESYT1"
"16879","12",31647160,31673114,"ETFBKMT"
"16880","12",25195216,25209645,"ETFRF1"
"16881","12",22625075,22690665,"ETNK1"
"16882","11",128458761,128587558,"ETS1"
"16883","12",11649674,11895377,"ETV6"
"16884","10",92826831,93059493,"EXOC6"
"16885","10",97435909,97446017,"EXOSC1"
"16886","11",108505435,108593768,"EXPH5"
"16887","11",44095648,44251962,"EXT2"
"16888","11",46719196,46739506,"F2"
"16889","11",70203296,70207390,"FADD"
"16890","11",61799627,61829318,"FADS1"
"16891","11",61792980,61867354,"FADS2"
"16892","11",61873519,61892051,"FADS3"
"16893","10",91765899,91767196,"FAF2P1"
"16894","12",49866896,49904217,"FAIM2"
"16895","11",59142748,59155039,"FAM111A"
"16896","11",59107185,59127412,"FAM111B"
"16897","11",126211724,126262984,"FAM118B"
"16898","12",25435581,25436238,"FAM133GP"
"16899","CHR_HSCHR12_1_CTG1",36667,38073,"FAM138D"
"16900","12",36602,38133,"FAM138D"
"16901","10",59246130,59363181,"FAM13C"
"16902","10",73168119,73244504,"FAM149B1"
"16903","11",73400487,73598189,"FAM168A"
"16904","10",49131154,49134021,"FAM170B"
"16905","CHR_HG2114_PATCH",47586693,47589194,"FAM180B"
"16906","11",47586678,47589194,"FAM180B"
"16907","11",82729940,82733864,"FAM181B"
"16908","12",50326230,50396622,"FAM186A"
"16909","12",49582885,49605639,"FAM186B"
"16910","10",118297925,118342328,"FAM204A"
"16911","12",110468415,110490385,"FAM216A"
"16912","10",50048202,50064057,"FAM21EP"
"16913","12",109713825,109770495,"FAM222A"
"16914","12",13044381,13142521,"FAM234B"
"16915","10",69630247,69633596,"FAM241B"
"16916","10",87396561,87435035,"FAM245A"
"16917","10",122910610,122913111,"FAM24A"
"16918","10",122849078,122879641,"FAM24B"
"16919","10",87020294,87024730,"FAM25A"
"16920","CHR_HG1277_PATCH",47952753,47957222,"FAM25C"
"16921","10",47995322,47999791,"FAM25C"
"16922","10",124619292,124744378,"FAM53B"
"16923","12",8180207,8216151,"FAM66C"
"16924","11",95768953,95790409,"FAM76B"
"16925","11",67793196,67805313,"FAM86C2P"
"16926","11",3410352,3422496,"FAM86GP"
"16927","11",65572349,65574198,"FAM89B"
"16928","12",8221260,8227618,"FAM90A1"
"16929","CHR_HSCHR11_2_CTG1_1",1663142,1665432,"FAM99A"
"16930","CHR_HSCHR11_1_CTG6",1671307,1673566,"FAM99A"
"16931","11",1665597,1667856,"FAM99A"
"16932","CHR_HSCHR11_2_CTG1_1",1680530,1682598,"FAM99B"
"16933","CHR_HSCHR11_1_CTG6",1688979,1691339,"FAM99B"
"16934","11",1683269,1685629,"FAM99B"
"16935","11",22622533,22625823,"FANCF"
"16936","10",125896564,126009592,"FANK1"
"16937","11",13668668,13732346,"FAR1"
"16938","12",29149016,29341121,"FAR2"
"16939","10",88953813,89029605,"FAS"
"16940","11",92224818,92896473,"FAT3"
"16941","11",65120630,65122177,"FAU"
"16942","12",1565993,1594581,"FBXL14"
"16943","10",102419189,102423136,"FBXL15"
"16944","11",33740939,33774543,"FBXO3"
"16945","10",101610664,101695295,"FBXW4"
"16946","11",72836745,73142318,"FCHSD2"
"16947","11",110429948,110464884,"FDX1"
"16948","11",111874056,111881243,"FDXACB1"
"16949","11",61792911,61797238,"FEN1"
"16950","11",64205926,64223896,"FERMT3"
"16951","11",125442881,125592568,"FEZ1"
"16952","10",93566665,93604480,"FFAR4"
"16953","12",32399558,32646050,"FGD4"
"16954","12",95076749,95217482,"FGD6"
"16955","11",69698238,69704022,"FGF19"
"16956","12",4368227,4379712,"FGF23"
"16957","11",69809968,69819416,"FGF3"
"16958","11",69771022,69775341,"FGF4"
"16959","12",4428155,4445815,"FGF6"
"16960","10",101770109,101780371,"FGF8"
"16961","10",91906584,91909486,"FGFBP3"
"16962","12",26938470,26966650,"FGFR1OP2"
"16963","10",121478332,121598458,"FGFR2"
"16964","11",6211345,6234711,"FHIP1B"
"16965","10",114821744,114899832,"FHIP2A"
"16966","11",26994112,26997087,"FIBIN"
"16967","11",65883740,65888531,"FIBP"
"16968","12",108515277,108525837,"FICD"
"16969","12",51817899,51848718,"FIGNL2"
"16970","11",35618460,35620865,"FJX1"
"16971","12",48921518,48926474,"FKBP11"
"16972","11",64241003,64244132,"FKBP2"
"16973","12",2794970,2805423,"FKBP4"
"16974","11",128686535,128813267,"FLI1"
"16975","11",64035931,64119173,"FLRT1"
"16976","12",49636499,49708165,"FMNL3"
"16977","CHR_HG2114_PATCH",47721035,47771984,"FNBP4"
"16978","11",47716494,47767443,"FNBP4"
"16979","11",49145092,49208638,"FOLH1"
"16980","11",89639237,89698599,"FOLH1B"
"16981","11",72189558,72196323,"FOLR1"
"16982","11",72216601,72221950,"FOLR2"
"16983","11",72114869,72139892,"FOLR3"
"16984","11",65892049,65900573,"FOSL1"
"16985","10",127737185,127741183,"FOXI2"
"16986","12",8032716,8055517,"FOXJ2"
"16987","12",2857680,2877174,"FOXM1"
"16988","12",109277978,109309284,"FOXN4"
"16989","CHR_HG2217_PATCH",118971712,118981287,"FOXR1"
"16990","11",118971712,118981287,"FOXR1"
"16991","11",126269024,126278131,"FOXRED1"
"16992","10",93667883,93702592,"FRA10AC1"
"16993","10",97319271,97321915,"FRAT1"
"16994","10",97332497,97334729,"FRAT2"
"16995","10",133623895,133626795,"FRG2B"
"16996","11",65386621,65413525,"FRMD8"
"16997","10",48153088,48274696,"FRMPD2"
"16998","12",69470349,69579793,"FRS2"
"16999","11",30231014,30235261,"FSHB"
"17000","11",61959718,61967634,"FTH1"
"17001","10",133355158,133358025,"FUOM"
"17002","10",73772276,73780251,"FUT11"
"17003","11",94543921,94549895,"FUT4"
"17004","11",117800844,117828698,"FXYD2"
"17005","11",117836976,117877486,"FXYD6"
"17006","11",86945679,86955395,"FZD4"
"17007","11",78215293,78418348,"GAB2"
"17008","12",10212458,10223128,"GABARAPL1"
"17009","11",68683779,68691175,"GAL"
"17010","11",66040765,66049161,"GAL3ST3"
"17011","11",11270877,11622005,"GALNT18"
"17012","12",89519412,89524796,"GALNT4"
"17013","12",51351247,51392867,"GALNT6"
"17014","12",4720400,4851927,"GALNT8"
"17015","11",62624826,62646726,"GANAB"
"17016","12",6534512,6538374,"GAPDH"
"17017","11",22625509,22813001,"GAS2"
"17018","12",100573683,100628288,"GAS2L3"
"17019","11",767220,777488,"GATD1"
"17020","12",4700417,4720102,"GAU1"
"17021","10",102245371,102382899,"GBF1"
"17022","12",9817350,9818025,"GCNAP1"
"17023","12",55743122,55757264,"GDF11"
"17024","12",7689784,7695775,"GDF3"
"17025","11",77216558,77301687,"GDPD4"
"17026","11",75434640,75525941,"GDPD5"
"17027","10",116056925,116276803,"GFRA1"
"17028","12",67265842,67266966,"GGTA2P"
"17029","10",84139482,84154841,"GHITM"
"17030","CHR_HSCHR12_1_CTG2_1",57935074,57936175,"GIHCG"
"17031","12",57930115,57936345,"GIHCG"
"17032","12",109929804,109996389,"GIT2"
"17033","11",134331874,134378341,"GLB1L2"
"17034","11",134274245,134319564,"GLB1L3"
"17035","12",57459785,57472268,"GLI1"
"17036","12",75480753,75503863,"GLIPR1"
"17037","12",75334670,75370560,"GLIPR1L1"
"17038","12",75391089,75432688,"GLIPR1L2"
"17039","10",130136391,130184521,"GLRX3"
"17040","12",56470944,56488414,"GLS2"
"17041","12",103988987,104064183,"GLT8D2"
"17042","12",109850945,109880541,"GLTP"
"17043","10",87050202,87094843,"GLUD1"
"17044","10",73731176,73737311,"GLUD1P3"
"17045","10",73730562,73737790,"GLUD1P3"
"17046","11",58640426,58731974,"GLYAT"
"17047","11",58905398,59043527,"GLYATL1"
"17048","11",59086307,59094786,"GLYATL1B"
"17049","11",58978787,58994120,"GLYATL1P1"
"17050","11",58834065,58904215,"GLYATL2"
"17051","12",54608187,54610462,"GLYCAM1"
"17052","10",78068623,78069538,"GNAI2P2"
"17053","12",6839954,6847393,"GNB3"
"17054","11",62707676,62709201,"GNG3"
"17055","12",101745499,101830959,"GNPTAB"
"17056","12",64713445,64759431,"GNS"
"17057","12",100156621,100173159,"GOLGA2P5"
"17058","12",100156357,100173659,"GOLGA2P5"
"17059","10",97849843,97871580,"GOLGA7B"
"17060","12",21501781,21518408,"GOLT1B"
"17061","10",99396870,99430624,"GOT1"
"17062","12",9641723,9643011,"GOT2P3"
"17063","10",112149865,112215377,"GPAM"
"17064","12",50103982,50111313,"GPD1"
"17065","11",64934471,64935893,"GPHA2"
"17066","12",110452486,110469268,"GPN3"
"17067","11",64270062,64289500,"GPR137"
"17068","11",67451301,67452729,"GPR152"
"17069","12",6821624,6829972,"GPR162"
"17070","12",56994492,56998447,"GPR182"
"17071","12",12660890,12696207,"GPR19"
"17072","10",123666355,123697399,"GPR26"
"17073","11",94377316,94401419,"GPR83"
"17074","12",54362445,54364487,"GPR84"
"17075","12",12891559,12917937,"GPRC5A"
"17076","12",12940575,12952170,"GPRC5D"
"17077","11",123358428,123627774,"GRAMD1B"
"17078","11",105609535,105982092,"GRIA4"
"17079","10",85599552,86366795,"GRID1"
"17080","11",120511746,120988906,"GRIK4"
"17081","12",13437942,13982002,"GRIN2B"
"17082","12",66347431,67069162,"GRIP1"
"17083","11",67266473,67286556,"GRK2"
"17084","10",119207571,119459745,"GRK5"
"17085","11",88504576,89065982,"GRM5"
"17086","CHR_HG2060_PATCH",49558546,49810390,"GRM5P1"
"17087","11",49560818,49810417,"GRM5P1"
"17088","11",49558546,49810419,"GRM5P1"
"17089","12",13083532,13103683,"GSG1"
"17090","10",104235356,104267459,"GSTO1"
"17091","10",104268873,104304950,"GSTO2"
"17092","11",67583742,67586656,"GSTP1"
"17093","CHR_HG2111_PATCH",18322295,18367045,"GTF2H1"
"17094","11",18322295,18367045,"GTF2H1"
"17095","11",50100892,50102898,"GTF2IP11"
"17096","12",54455950,54473602,"GTSF1"
"17097","11",106674019,107018476,"GUCY1A2"
"17098","12",14612632,14696599,"GUCY2C"
"17099","10",112308181,112356574,"GUCY2GP"
"17100","11",6714610,6721880,"GVINP1"
"17101","11",6748131,6750324,"GVINP2"
"17102","11",76381303,76414619,"GVQW3"
"17103","12",42081845,42144874,"GXYLT1"
"17104","12",21536107,21604847,"GYS2"
"17105","CHR_HG28_PATCH",1997195,2003489,"H19"
"17106","11",1995166,2001470,"H19"
"17107","12",14774405,14778002,"H2AJ"
"17108","11",119093874,119095465,"H2AX"
"17109","10",77953495,77953876,"H2AZP5"
"17110","11",11856490,11856859,"H3P33"
"17111","11",89498748,89499198,"H3P34"
"17112","10",113550837,113589602,"HABP2"
"17113","12",95972662,95996365,"HAL"
"17114","11",46602861,46617909,"HARBI1"
"17115","11",5225464,5229395,"HBB"
"17116","11",5232678,5243657,"HBD"
"17117","11",5268345,5505652,"HBE1"
"17118","11",5248269,5249857,"HBG1"
"17119","11",5253188,5505605,"HBG2"
"17120","12",104064531,104106524,"HCFC2"
"17121","12",47782722,47833132,"HDAC7"
"17122","12",12974870,13000265,"HEBP1"
"17123","10",91409280,91514829,"HECTD2"
"17124","12",66302493,66343643,"HELB"
"17125","10",94545329,94613905,"HELLS"
"17126","11",124919205,124936412,"HEPACAM"
